"R","Fl","A","Sp","Sm","B","H","L","loc"
492.2,62,1938,1,0,"0","0","0","3"
723,58,1972,1,0,"0","0","0","3"
835,70,1972,1,0,"0","0","0","3"
1004.6,60,1972,1,0,"0","0","0","3"
639.4,76,1939,1,0,"0","0","0","3"
556.2,79,1939,1,0,"0","0","0","3"
926.4,85,1939,1,0,"0","0","0","3"
1115.9,60,1934,1,0,"0","0","0","3"
719.9,82,1934,1,0,"0","0","0","3"
1263.1,82,1934,1,0,"0","0","0","3"
1566.2,74,1934,1,0,"0","0","0","3"
232,57,1934,1,0,"0","0","0","3"
223.7,42,1957,1,0,"0","0","0","3"
1519,93,1985,0,1,"0","0","1","1"
1229,93,1985,0,1,"0","0","0","1"
596.2,48,1934,1,0,"0","0","0","3"
1399.6,86,1972,1,0,"0","0","0","3"
2402.1,120,1957,1,0,"0","0","1","3"
1450,95,1972,1,0,"0","0","0","3"
644.9,35,1972,1,0,"0","0","0","3"
972.7,65,1934,1,0,"0","0","0","3"
540,79,1957,1,0,"0","0","0","3"
572.7,60,1957,1,0,"0","1","0","3"
351.4,54,1988,1,0,"0","0","0","3"
1342.7,90,1957,1,0,"0","0","0","3"
776,59,1957,1,0,"0","0","0","3"
710.8,60,1957,1,0,"0","0","0","3"
721.3,80,1893,1,0,"0","0","0","3"
1091.2,114,1893,1,0,"0","0","0","3"
1090.9,63,1957,1,0,"0","0","0","3"
601,53,1957,0,0,"0","0","0","2"
517.2,45,1957,0,0,"0","0","0","2"
592.7,45,1957,0,0,"0","0","0","2"
892,45,1972,0,0,"0","0","0","2"
900,33,1985,1,0,"0","0","0","3"
437.5,34,1896,0,0,"0","0","0","2"
746,75,1929,0,0,"0","0","1","2"
800,70,1929,0,0,"0","0","0","2"
590.6,68,1956,1,0,"0","0","0","3"
973.8,112,1957,1,0,"0","0","0","3"
498,55,1929,1,0,"0","0","0","3"
1245.2,87,1980,1,0,"0","0","1","3"
1165.2,92,1957,0,0,"0","0","0","2"
695.7,96,1957,0,0,"0","0","0","2"
398,67,1957,0,0,"0","0","0","2"
364.4,67,1957,0,0,"0","0","0","2"
830,33,1957,0,0,"0","0","0","2"
463.6,38,1957,0,0,"0","0","0","2"
447.8,35,1957,0,0,"0","0","0","2"
1034.4,78,1972,0,0,"0","1","0","2"
820.6,60,1959,0,0,"0","0","0","2"
914.6,74,1957,0,0,"0","0","0","2"
881.6,73,1957,0,0,"0","0","0","2"
687.6,74,1934,0,0,"0","0","0","2"
552.2,33,1960,0,0,"0","0","0","2"
543.9,62,1957,0,0,"0","0","0","2"
985,60,1973,0,0,"0","0","0","2"
771.1,56,1981,0,0,"0","0","0","2"
870.2,56,1981,0,0,"0","0","0","2"
643.9,40,1981,0,0,"0","0","0","2"
960,58,1957,0,0,"0","0","0","2"
990,52,1966,0,0,"0","0","0","2"
415.6,45,1957,0,0,"0","0","0","2"
426.9,42,1957,0,0,"0","0","0","2"
274.3,38,1957,0,0,"0","0","0","2"
1049.4,56,1981,1,0,"0","0","0","3"
355,49,1981,0,1,"0","0","0","1"
980,77,1981,0,1,"0","0","0","1"
573,67,1981,0,1,"0","0","0","1"
599.8,67,1981,0,1,"0","0","0","1"
485.9,78,1981,0,1,"0","0","0","1"
505,65,1981,0,1,"0","0","0","1"
179.6,49,1957,0,1,"0","0","0","1"
130.7,49,1957,0,1,"0","0","0","1"
266.5,48,1972,0,1,"0","0","0","1"
286.4,49,1972,0,1,"0","0","0","1"
778,75,1985,0,1,"0","0","0","1"
885,102,1954,0,1,"0","0","1","1"
970,107,1954,0,1,"0","0","0","1"
863,89,1954,0,1,"0","0","0","1"
770,80,1954,0,1,"0","0","0","1"
1241,110,1972,0,1,"0","0","0","1"
1240,112,1972,0,1,"0","0","0","1"
960,79,1972,0,1,"0","0","0","1"
353.6,35,1985,0,1,"0","0","0","1"
788.1,76,1981,0,1,"0","0","1","1"
202.7,65,1957,0,1,"0","0","0","1"
240,68,1957,0,1,"0","0","0","1"
240,65,1957,0,1,"0","0","0","1"
265,65,1957,0,1,"0","0","0","1"
263.6,39,1939,0,1,"0","0","0","1"
395,44,1939,0,1,"0","0","0","1"
474,51,1958,0,1,"0","0","0","1"
635.8,84,1981,0,1,"0","0","0","1"
642.3,83,1981,0,1,"0","0","0","1"
660.6,83,1981,0,1,"0","0","0","1"
1422.3,45,1981,0,0,"0","0","0","2"
1574.1,98,1934,0,0,"0","0","0","2"
1187.2,65,1981,0,0,"0","0","0","2"
446.2,68,1972,0,0,"0","0","0","2"
387.9,67,1972,0,0,"0","0","0","2"
1125.6,83,1972,0,0,"0","0","0","2"
518.4,85,1972,0,0,"0","0","0","2"
464.3,60,1893,0,0,"0","1","0","2"
397.4,81,1893,0,0,"0","0","0","2"
394.7,71,1934,0,0,"0","0","0","2"
1114.1,61,1957,0,0,"0","0","0","2"
1704.8,96,1985,0,0,"0","0","0","2"
1401.3,55,1972,0,0,"0","0","0","2"
660,75,1893,0,0,"0","1","0","2"
951.2,110,1893,0,0,"0","0","0","2"
1861.5,100,1893,0,0,"0","0","0","2"
1489.6,100,1981,0,0,"0","0","0","2"
1210.8,96,1957,0,0,"0","0","0","2"
609.6,81,1957,0,0,"0","1","0","2"
541.7,63,1957,0,0,"0","1","0","2"
397.6,57,1957,0,0,"0","1","0","2"
372.4,59,1957,0,0,"0","1","0","2"
1248.1,82,1957,0,0,"0","0","0","2"
1034.3,94,1957,0,0,"0","0","0","2"
556.9,87,1964,0,0,"0","0","0","2"
713.7,87,1957,0,0,"0","0","0","2"
1218.9,86,1972,0,0,"0","0","0","2"
696.5,71,1972,0,0,"0","0","0","2"
474,73,1972,0,0,"0","0","0","2"
933.6,72,1972,0,0,"0","0","0","2"
308.8,57,1957,0,0,"0","1","0","2"
698,60,1957,0,0,"0","1","0","2"
378,59,1957,0,0,"0","1","0","2"
384.8,56,1957,0,0,"0","1","0","2"
371.5,59,1957,0,0,"0","1","0","2"
1151.7,89,1893,0,1,"0","1","0","1"
561.5,59,1893,0,0,"0","0","0","2"
718.9,64,1893,0,0,"0","0","0","2"
581.4,60,1893,0,0,"0","1","0","2"
332.6,34,1893,0,0,"0","1","0","2"
477.3,83,1893,0,0,"0","1","0","2"
614.3,70,1893,0,0,"0","1","0","2"
1627.3,101,1893,0,0,"0","0","0","2"
900,75,1893,0,0,"0","1","0","2"
1291.3,120,1957,1,0,"0","0","0","3"
494.2,30,1972,1,0,"0","0","0","3"
745.7,44,1934,1,0,"0","0","0","3"
1289.4,68,1893,0,0,"0","0","1","2"
989.2,73,1957,0,0,"0","0","0","2"
590,39,1957,0,0,"0","0","0","2"
333.6,60,1957,0,0,"0","1","0","2"
241.1,36,1957,0,0,"0","1","0","2"
287.7,40,1957,0,0,"0","1","0","2"
1299,90,1981,0,0,"0","0","0","2"
1436,98,1981,0,0,"0","0","1","2"
468.4,34,1972,0,0,"0","0","0","2"
512.1,53,1934,0,0,"0","1","0","2"
482.5,52,1957,0,0,"0","1","0","2"
567.6,94,1893,0,0,"0","0","0","2"
585.8,32,1972,0,0,"0","1","0","2"
1165.4,75,1972,0,0,"0","1","0","2"
426,35,1957,0,0,"0","0","1","2"
740.2,48,1972,0,0,"0","0","0","2"
660.3,65,1957,0,0,"0","1","0","2"
870.2,59,1934,0,0,"0","0","0","2"
744.6,48,1957,0,0,"0","0","0","2"
489.3,30,1972,0,0,"0","0","0","2"
589.4,66,1957,0,0,"0","0","0","2"
733.1,87,1957,0,0,"0","0","0","2"
440,46,1972,0,0,"0","0","0","2"
530,45,1957,0,0,"0","0","0","2"
592,46,1960,0,0,"0","0","0","2"
1232,62,1919,0,0,"0","0","0","2"
852.3,61,1934,0,0,"0","0","0","2"
882,62,1934,0,0,"0","0","0","2"
842.8,56,1934,0,0,"0","0","0","2"
776.4,52,1934,0,0,"0","0","0","2"
707.1,45,1957,0,0,"0","0","0","2"
1166.4,64,1957,0,0,"0","0","0","2"
705.1,31,1965,0,0,"0","0","0","2"
665.9,52,1965,0,0,"0","0","0","2"
481.4,64,1934,0,0,"0","0","0","2"
386.8,68,1934,0,0,"0","0","0","2"
655,69,1934,0,0,"0","0","0","2"
273,35,1934,0,0,"1","1","0","2"
274.5,66,1957,0,0,"0","1","0","2"
741.1,62,1957,0,0,"0","0","0","2"
552,49,1957,0,0,"0","0","0","2"
903.8,56,1972,0,0,"0","0","0","2"
1544.3,79,1934,1,0,"0","0","0","3"
1350,79,1934,1,0,"0","0","0","3"
1435.9,85,1957,1,0,"0","0","0","3"
1030.5,38,1893,1,0,"0","0","0","3"
634.2,32,1893,1,0,"0","0","1","3"
1051,98,1988,1,0,"0","0","0","3"
932.6,89,1957,1,0,"0","0","0","3"
929.2,90,1957,1,0,"0","0","0","3"
579.7,40,1957,1,0,"0","0","0","3"
1666.9,98,1893,1,0,"0","0","1","3"
593.3,40,1957,1,0,"0","0","0","3"
750.1,70,1957,1,0,"0","1","1","3"
632.1,79,1934,1,0,"0","1","0","3"
654.8,70,1934,1,0,"0","1","0","3"
1302,90,1934,1,0,"0","0","0","3"
1151.5,118,1934,1,0,"0","1","0","3"
828.2,72,1934,1,0,"0","0","0","3"
966.4,82,1957,1,0,"0","0","0","3"
1256.8,75,1957,1,0,"0","0","0","3"
779.7,79,1957,1,0,"0","0","0","3"
793.5,60,1957,1,0,"0","0","0","3"
1095.8,87,1934,1,0,"0","1","0","3"
836.8,67,1934,1,0,"0","1","0","3"
214.1,42,1934,1,0,"1","1","0","3"
712,40,1934,1,0,"0","0","0","3"
667.7,79,1934,1,0,"0","0","0","3"
1389,79,1934,1,0,"0","0","0","3"
1306.4,79,1934,1,0,"0","0","0","3"
953.7,78,1957,1,0,"0","0","0","3"
1270,112,1957,1,0,"0","0","0","3"
831.1,33,1972,1,0,"0","0","0","3"
537,67,1893,0,0,"0","0","0","2"
127.1,44,1957,0,1,"0","1","0","1"
125.5,45,1957,0,1,"0","1","0","1"
206.2,45,1957,0,1,"0","1","0","1"
204.4,44,1957,0,1,"0","1","0","1"
143.4,60,1934,0,0,"1","1","0","2"
507.5,75,1957,0,0,"0","1","0","2"
843.8,75,1957,0,0,"0","1","0","2"
948.2,76,1934,0,0,"0","1","0","2"
897.2,65,1934,0,0,"0","1","0","2"
1081,78,1972,1,0,"0","0","0","3"
640,35,1972,1,0,"0","0","0","3"
1277.9,60,1981,1,0,"0","0","0","3"
588.8,37,1972,1,0,"0","0","1","3"
1108.2,92,1981,1,0,"0","0","1","3"
584,55,1925,0,0,"0","0","0","2"
1770,98,1981,1,0,"0","0","1","3"
636.4,71,1981,1,0,"0","0","1","3"
751.3,40,1957,1,0,"0","0","0","3"
446,67,1929,1,0,"0","0","0","3"
1346.9,53,1934,0,0,"0","0","0","2"
545.7,50,1898,0,0,"0","0","0","2"
1390,90,1958,0,0,"0","1","0","2"
580.7,35,1957,0,0,"0","1","0","2"
1350,111,1934,0,0,"0","0","0","2"
1041,86,1934,0,0,"0","0","0","2"
940,86,1934,0,0,"0","0","0","2"
861,98,1934,0,0,"0","0","0","2"
954,105,1934,0,0,"0","0","0","2"
1225,111,1934,0,0,"0","0","0","2"
1162,111,1934,0,0,"0","0","0","2"
1076.3,110,1934,0,0,"0","0","0","2"
1469.7,95,1893,0,0,"0","0","0","2"
456,86,1893,0,0,"0","0","0","2"
603.9,32,1972,0,0,"0","0","0","2"
766.6,86,1972,0,0,"0","0","0","2"
1466.6,78,1971,0,0,"0","0","0","2"
625,32,1912,0,0,"0","1","1","2"
1130,45,1934,0,0,"1","0","0","2"
726,38,1912,0,0,"0","1","0","2"
950,50,1912,0,0,"0","1","1","2"
1080.7,72,1968,0,0,"0","0","0","2"
1080,80,1893,0,0,"0","0","0","2"
256.6,53,1893,0,0,"1","1","0","2"
567.6,78,1893,0,0,"0","1","0","2"
336,50,1893,0,0,"1","1","0","2"
266.7,46,1893,0,0,"0","1","0","2"
766.3,53,1957,0,0,"0","0","0","2"
702,48,1957,0,0,"0","0","0","2"
521.1,76,1919,0,0,"0","0","0","2"
701.3,76,1919,0,0,"0","0","0","2"
571.3,40,1934,1,0,"0","0","0","3"
1220,99,1934,1,0,"0","0","0","3"
1216.2,109,1972,1,0,"0","0","1","3"
1257.2,81,1972,1,0,"0","0","0","3"
1105,101,1972,1,0,"0","0","0","3"
779.4,86,1934,1,0,"0","0","0","3"
1307.6,76,1934,1,0,"0","0","0","3"
1261,85,1957,1,0,"0","0","0","3"
1880,80,1934,1,0,"0","0","0","3"
701.5,85,1934,1,0,"0","0","1","3"
1712.6,60,1984,0,0,"0","0","0","2"
828.5,61,1934,0,0,"0","1","0","2"
700,32,1971,0,0,"0","0","0","2"
578,34,1972,0,0,"0","0","0","2"
966.6,55,1971,0,0,"0","0","0","2"
1072.5,56,1969,0,0,"0","0","0","2"
360,65,1893,0,0,"1","1","0","2"
569.7,78,1893,0,0,"1","1","0","2"
718.3,68,1957,0,0,"0","0","0","2"
457,63,1957,0,0,"0","0","0","2"
996.6,48,1972,0,0,"0","0","0","2"
900,45,1972,0,0,"0","0","0","2"
700,72,1893,0,0,"0","0","0","2"
1211,68,1981,0,0,"0","0","0","2"
1007,72,1961,0,0,"0","0","0","2"
745.1,59,1981,0,0,"0","0","0","2"
973.5,65,1985,0,0,"0","0","1","2"
698.5,72,1893,0,0,"0","1","0","2"
990.1,74,1893,0,0,"0","1","0","2"
870,77,1960,0,0,"0","0","0","2"
804,60,1957,0,0,"0","0","0","2"
731.2,40,1972,0,0,"0","0","0","2"
1079.1,70,1968,0,0,"0","0","0","2"
616.3,40,1968,0,0,"0","0","0","2"
1894.9,80,1957,0,0,"0","0","0","2"
758.6,110,1893,0,0,"0","1","0","2"
1459.1,70,1958,0,0,"0","0","0","2"
727.7,39,1981,0,0,"0","0","0","2"
781,46,1973,0,0,"0","0","0","2"
1000,46,1973,0,0,"0","0","0","2"
800,39,1973,0,0,"0","0","0","2"
526.2,58,1919,0,0,"0","0","0","2"
790,83,1919,0,0,"0","0","0","2"
695.7,63,1957,0,0,"0","0","0","2"
663.3,66,1900,0,0,"0","0","0","2"
1625,90,1984,0,0,"0","0","1","2"
430,52,1956,0,0,"0","0","0","2"
1541.8,85,1919,0,0,"0","0","0","2"
577,63,1893,0,0,"0","1","0","2"
1200,110,1893,0,0,"0","0","0","2"
669.9,62,1934,0,0,"0","1","0","2"
865.8,77,1934,0,0,"0","0","0","2"
1000.7,89,1934,0,0,"0","1","0","2"
1367.6,73,1934,0,0,"0","1","0","2"
614.7,47,1934,0,0,"0","1","0","2"
1846.4,94,1893,0,0,"0","1","0","2"
1332,72,1981,0,0,"0","0","0","2"
1040,84,1981,0,0,"0","0","0","2"
920,62,1981,0,0,"0","0","0","2"
910,64,1981,0,0,"0","0","0","2"
1022,84,1981,0,0,"0","0","0","2"
514.9,38,1910,0,0,"0","1","0","2"
445.8,42,1934,0,0,"0","1","0","2"
696.2,61,1934,1,0,"0","0","0","3"
492.3,59,1893,1,0,"0","0","0","3"
345.2,61,1893,1,0,"0","0","0","3"
372.9,54,1893,0,0,"1","1","0","2"
796.5,50,1919,0,0,"0","0","0","2"
589.8,38,1934,0,0,"0","0","0","2"
819.2,60,1919,0,0,"0","0","0","2"
349.6,65,1893,0,0,"0","1","0","2"
1139.6,49,1984,0,0,"0","0","0","2"
1304.6,68,1972,1,0,"0","0","0","3"
928.1,70,1959,0,1,"0","0","0","1"
683.5,75,1893,0,0,"0","0","0","2"
1381.4,75,1893,0,0,"0","0","0","2"
1373.4,75,1893,0,0,"0","0","0","2"
1273.8,75,1893,0,0,"0","0","0","2"
637,60,1893,0,0,"0","0","0","2"
639,65,1893,0,0,"0","0","0","2"
468,46,1893,0,0,"0","0","0","2"
1700.6,85,1893,0,0,"0","0","0","2"
820,92,1893,0,0,"0","0","0","2"
704.9,94,1893,0,0,"0","0","0","2"
770,74,1893,0,0,"0","0","0","2"
811,105,1893,0,0,"0","0","0","2"
1345,107,1893,0,0,"0","0","0","2"
1324,70,1961,0,0,"0","0","0","2"
729,70,1961,0,0,"0","0","0","2"
650,51,1934,0,0,"0","0","0","2"
882.5,90,1893,0,0,"0","0","0","2"
1325,110,1893,0,0,"0","0","0","2"
1659.2,90,1893,0,0,"0","0","0","2"
1141.3,75,1893,0,0,"0","0","0","2"
1020,42,1973,0,0,"0","0","0","2"
1000,42,1973,0,0,"0","0","0","2"
1120,90,1934,0,0,"0","0","0","2"
1421.2,90,1934,0,0,"0","0","0","2"
1744.2,85,1934,0,0,"0","0","0","2"
1232.4,88,1934,0,0,"0","0","0","2"
1060.1,44,1954,0,0,"0","0","1","2"
850.1,83,1957,0,0,"0","0","0","2"
591.5,86,1954,0,0,"0","0","0","2"
773.7,100,1957,0,0,"0","0","0","2"
879.8,98,1954,0,0,"0","0","0","2"
811,101,1957,0,0,"0","0","0","2"
294.2,54,1957,0,1,"0","1","0","1"
776.5,46,1934,0,1,"0","1","0","1"
513.9,78,1958,0,0,"0","0","0","2"
1073.4,53,1934,0,1,"0","0","1","1"
1171.1,63,1899,0,1,"0","0","0","1"
666.3,78,1893,0,1,"0","0","0","1"
692.3,96,1893,0,1,"0","0","0","1"
563.9,90,1893,0,1,"0","0","0","1"
348.8,38,1981,0,0,"0","1","0","2"
475.5,42,1981,0,0,"0","1","0","2"
517.2,40,1981,0,0,"0","1","0","2"
502.1,40,1981,0,0,"0","1","0","2"
944.7,57,1972,0,0,"0","0","0","2"
1162.3,70,1972,0,0,"0","0","0","2"
755.3,75,1957,0,0,"0","0","0","2"
740.5,75,1957,0,0,"0","0","0","2"
1529.3,94,1981,0,0,"0","0","1","2"
730,43,1972,0,0,"0","0","0","2"
670,37,1972,0,0,"0","0","0","2"
540.1,38,1972,0,0,"0","0","0","2"
969.1,70,1937,1,0,"0","0","0","3"
516.8,52,1937,1,0,"0","1","0","3"
725.8,70,1937,1,0,"0","0","0","3"
1121.7,92,1895,1,0,"0","0","0","3"
843.2,76,1893,1,0,"0","0","0","3"
1171.3,72,1895,1,0,"0","0","0","3"
456.3,58,1941,0,1,"0","0","0","1"
796.6,40,1971,1,0,"0","0","0","3"
460.9,38,1972,1,0,"0","0","0","3"
1000.4,70,1972,1,0,"0","0","0","3"
1074.2,65,1972,1,0,"0","0","0","3"
1242.5,69,1972,1,0,"0","0","0","3"
937.6,68,1972,1,0,"0","0","0","3"
603.5,42,1972,1,0,"0","0","0","3"
454.3,34,1972,1,0,"0","0","0","3"
800.6,51,1957,1,0,"0","0","0","3"
561.7,40,1957,1,0,"0","0","0","3"
2445.2,100,1985,0,0,"0","0","1","2"
1278.2,54,1957,1,0,"0","0","0","3"
980.7,72,1957,1,0,"0","0","0","3"
583.7,57,1972,0,0,"0","0","0","2"
545.1,39,1957,0,0,"0","0","0","2"
783.6,80,1972,1,0,"0","0","1","3"
1050.1,63,1955,0,0,"0","0","0","2"
1294.6,120,1957,0,0,"0","0","1","2"
769.9,83,1972,0,0,"0","0","1","2"
652.8,48,1957,0,0,"0","0","0","2"
667.2,88,1934,0,0,"0","1","0","2"
1143.3,75,1985,0,0,"0","0","0","2"
1099.5,70,1983,0,0,"0","0","0","2"
1021.6,50,1983,0,0,"0","0","0","2"
970.6,55,1893,1,0,"0","0","0","3"
671.1,37,1900,1,0,"0","0","0","3"
1129.9,60,1900,1,0,"0","0","1","3"
898.3,55,1893,1,0,"0","0","0","3"
575.6,92,1893,1,0,"0","1","0","3"
497.8,54,1893,1,0,"0","0","0","3"
629.4,30,1972,0,1,"0","0","0","1"
637,65,1957,0,1,"0","0","0","1"
178.6,65,1972,0,1,"0","0","0","1"
1282.3,91,1974,0,1,"0","0","0","1"
810.5,75,1957,1,0,"0","0","0","3"
814.7,75,1957,1,0,"0","0","0","3"
1234.3,49,1988,1,0,"0","0","0","3"
376.5,54,1964,0,0,"0","0","0","2"
364.8,49,1964,0,0,"0","0","0","2"
394.5,67,1957,0,0,"0","0","0","2"
446.9,60,1902,1,0,"1","1","0","3"
246.6,56,1902,1,0,"1","1","0","3"
704.3,86,1985,0,0,"0","0","0","2"
941.7,52,1972,0,0,"0","0","0","2"
527.4,86,1972,0,0,"0","0","0","2"
950.9,86,1972,0,0,"0","0","0","2"
787.4,79,1957,0,0,"0","0","0","2"
776.9,82,1957,0,0,"0","0","0","2"
817.2,80,1957,0,0,"0","0","0","2"
900,80,1957,0,0,"0","0","0","2"
940,78,1957,0,0,"0","0","0","2"
753.8,78,1972,0,0,"0","0","0","2"
740.5,63,1957,0,0,"0","0","0","2"
1430.6,89,1979,0,0,"0","0","0","2"
897.7,70,1972,0,0,"0","0","0","2"
559.5,72,1972,0,0,"0","0","1","2"
1208.7,60,1935,0,0,"0","1","0","2"
1582.7,120,1956,0,0,"0","0","1","2"
768.3,41,1957,0,0,"0","0","0","2"
1033.2,76,1957,0,0,"0","0","0","2"
902.8,94,1972,0,0,"0","0","0","2"
634.2,58,1972,0,0,"0","0","0","2"
580,58,1972,0,0,"0","0","0","2"
567.2,58,1957,0,0,"0","0","0","2"
930,96,1972,0,0,"0","0","0","2"
874.2,72,1976,0,0,"0","0","0","2"
425.3,33,1981,1,0,"0","0","0","3"
1467.3,65,1981,1,0,"0","0","0","3"
572.1,45,1956,1,0,"0","0","0","3"
659.7,45,1956,1,0,"0","0","0","3"
537.7,35,1970,1,0,"0","0","1","3"
1248.7,78,1957,0,0,"0","0","1","2"
654.9,40,1957,0,0,"0","0","0","2"
667.8,90,1972,0,0,"0","0","1","2"
454.8,55,1957,0,0,"1","1","0","2"
1209.1,70,1957,0,0,"0","0","0","2"
524.8,58,1969,0,0,"0","0","0","2"
1231.4,87,1893,1,0,"0","0","0","3"
1281.2,76,1972,1,0,"0","0","0","3"
848.7,65,1972,0,0,"0","0","0","2"
527.2,75,1968,0,0,"0","0","0","2"
625.6,52,1972,1,0,"0","0","1","3"
2130.2,109,1957,1,0,"0","0","1","3"
1555.1,73,1957,1,0,"0","0","1","3"
708.2,65,1893,0,1,"0","1","0","1"
1160.3,96,1972,1,0,"0","0","0","3"
2021.2,95,1969,1,0,"0","0","0","3"
1043.4,75,1972,1,0,"0","0","0","3"
452.5,92,1957,1,0,"0","0","0","3"
1281.4,60,1973,1,0,"0","0","0","3"
644.9,52,1974,1,0,"0","0","0","3"
662.8,30,1964,1,0,"0","0","0","3"
710,50,1969,1,0,"0","0","0","3"
476.6,60,1939,1,0,"0","0","0","3"
